Name,Beer_ID,ABV,IBU,Brewery_id,Style,Ounces,Brew_ID,City,State
Cowbell,2164,0.054,23,26,American Porter,16,26,Indianapolis,IN
Hop Up Offa That Brett (2014),2085,0.058,20,26,Belgian Pale Ale,16,26,Indianapolis,IN
PV Muckle (2013),2084,0.083,23,26,Scotch Ale / Wee Heavy,16,26,Indianapolis,IN
Bourbon Barrel Batch 666: Sympathy for the Devil,2083,0.099,36,26,Belgian Dark Ale,16,26,Indianapolis,IN
Whip Fight,2082,0.09,30,26,Scotch Ale / Wee Heavy,16,26,Indianapolis,IN
Port Barrel Wee Mac,2081,0.053,23,26,Scotch Ale / Wee Heavy,16,26,Indianapolis,IN
Fistful Of Hops Red,2001,0.064,75,26,American IPA,16,26,Indianapolis,IN
Fistful of Hops Orange,2000,0.063,75,26,American IPA,16,26,Indianapolis,IN
Fistful Of Hops Blue,1999,0.064,75,26,American IPA,16,26,Indianapolis,IN
Fistful of Hops Green,1996,0.064,75,26,American IPA,16,26,Indianapolis,IN
30 Min Coma,1948,NA,NA,26,Belgian IPA,16,26,Indianapolis,IN
Wee Muckle,1656,0.09,30,26,Scotch Ale / Wee Heavy,16,26,Indianapolis,IN
Royal Brat,1599,0.065,55,26,Extra Special / Strong Bitter (ESB),16,26,Indianapolis,IN
Grapefruit Jungle (GFJ),1420,0.075,77,26,American IPA,16,26,Indianapolis,IN
Osiris Pale Ale,1389,0.056,50,26,American Pale Ale (APA),16,26,Indianapolis,IN
Bourbon Barrel Aged Timmie,1367,0.099,75,26,Russian Imperial Stout,16,26,Indianapolis,IN
Stupid Sexy Flanders,1366,0.063,23,26,Flanders Oud Bruin,16,26,Indianapolis,IN
Bourbon Barrel Cowbell,1347,NA,NA,26,American Porter,16,26,Indianapolis,IN
Popcorn Pilsner,1314,0.054,NA,26,German Pilsener,16,26,Indianapolis,IN
Ring of Dingle,1128,0.071,27,26,Irish Dry Stout,16,26,Indianapolis,IN
Bourbon Barrel Wee Mac,1127,0.054,23,26,Scottish Ale,16,26,Indianapolis,IN
Bourbon Barrel Johan,1049,0.099,60,26,English Barleywine,16,26,Indianapolis,IN
The Deuce,934,0.07,NA,26,American Brown Ale,16,26,Indianapolis,IN
The Velvet Fog,923,0.09,24,26,Quadrupel (Quad),16,26,Indianapolis,IN
Sun King Oktoberfest,874,0.055,23,26,Märzen / Oktoberfest,16,26,Indianapolis,IN
Indianapolis Indians Lager,739,0.052,24,26,Dortmunder / Export Lager,16,26,Indianapolis,IN
Indians Victory Lager (2012),698,0.052,24,26,Dortmunder / Export Lager,16,26,Indianapolis,IN
Chaka,660,0.08,NA,26,Belgian Strong Pale Ale,16,26,Indianapolis,IN
Isis,651,0.091,91,26,American Double / Imperial IPA,16,26,Indianapolis,IN
Wee Muckle (2011),584,0.09,30,26,Scotch Ale / Wee Heavy,16,26,Indianapolis,IN
Grapefruit Jungle (GFJ) (2011),532,0.075,77,26,American IPA,16,26,Indianapolis,IN
Sun King Oktoberfest (2011),526,0.055,23,26,Märzen / Oktoberfest,16,26,Indianapolis,IN
Johan the Barleywine,394,0.099,60,26,English Barleywine,16,26,Indianapolis,IN
Wee Mac Scottish-Style Ale,213,0.054,23,26,Scottish Ale,16,26,Indianapolis,IN
Sunlight Cream Ale,55,0.053,20,26,Cream Ale,16,26,Indianapolis,IN
Osiris Pale Ale (2010),54,0.056,50,26,American Pale Ale (APA),16,26,Indianapolis,IN
Blonde Czich,2604,0.049,23,27,American Blonde Ale,16,27,Mishawaka,IN
White Reaper,2432,0.07,61,27,Belgian IPA,16,27,Mishawaka,IN
Bobblehead,2431,0.051,NA,27,American Pale Wheat Ale,16,27,Mishawaka,IN
Lucky Dog,2430,0.052,NA,27,American Pale Ale (APA),16,27,Mishawaka,IN
Voodoo,2429,0.048,NA,27,American Porter,16,27,Mishawaka,IN
General George Patton Pilsner,1967,0.054,48,27,Czech Pilsener,16,27,Mishawaka,IN
Galaxyfest,2603,0.065,NA,28,American IPA,16,28,Columbus,IN
Citrafest,2602,0.05,45,28,American IPA,16,28,Columbus,IN
Barn Yeti,2220,0.09,NA,28,Belgian Strong Dark Ale,16,28,Columbus,IN
Scarecrow,2219,0.069,65,28,American IPA,16,28,Columbus,IN
Ironman,2218,0.09,50,28,English Strong Ale,16,28,Columbus,IN
Honey Kolsch,2217,0.046,15,28,Kölsch,16,28,Columbus,IN
Copperhead Amber,2216,0.052,18,28,Belgian Dark Ale,16,28,Columbus,IN
Deduction,2601,0.08,22,29,Dubbel,12,29,Bargersville,IN
Gone A-Rye,2600,0.085,90,30,American Double / Imperial IPA,16,30,Seven Points,TX
Special Release,2210,NA,NA,30,NA,16,30,Seven Points,TX
Dankosaurus,2052,0.068,70,30,American IPA,16,30,Seven Points,TX
Scruffy's Smoked Alt,1584,0.051,35,30,Smoked Beer,16,30,Seven Points,TX
Elliott's Phoned Home Pale Ale,1182,0.051,36,30,American Pale Ale (APA),16,30,Seven Points,TX
The Lawn Ranger,1050,0.05,18,30,Cream Ale,16,30,Seven Points,TX
Sex Panther,2599,0.069,20,31,American Porter,12,31,Chandler,AZ
Winter Warmer (Vault Series),2073,0.095,25,31,Winter Warmer,16,31,Chandler,AZ
Count Hopula (Vault Series),2063,0.091,99,31,American Double / Imperial IPA,16,31,Chandler,AZ
Oktoberfest,1995,0.055,NA,31,Märzen / Oktoberfest,12,31,Chandler,AZ
SunSpot Golden Ale,1934,0.05,15,31,American Blonde Ale,12,31,Chandler,AZ
I.W.A. (2011),1329,0.06,NA,31,American Pale Wheat Ale,12,31,Chandler,AZ
Supermonk I.P.A.,1299,0.065,NA,31,Belgian IPA,12,31,Chandler,AZ
Epicenter Amber Ale,1073,0.055,20,31,American Amber / Red Ale,12,31,Chandler,AZ
SanTan HefeWeizen,1072,0.05,15,31,Hefeweizen,12,31,Chandler,AZ
Hop Shock IPA,1071,0.07,85,31,American IPA,12,31,Chandler,AZ
Sex Panther (2014),852,0.069,20,31,American Porter,12,31,Chandler,AZ
Devil’s Ale,850,0.055,45,31,American Pale Ale (APA),12,31,Chandler,AZ
Rail Slide Imperial Spiced Ale,839,0.081,NA,31,Herbed / Spiced Beer,12,31,Chandler,AZ
Mr. Pineapple,777,0.05,20,31,Fruit / Vegetable Beer,12,31,Chandler,AZ
American Idiot Ale (2012),764,0.055,45,31,American Pale Ale (APA),12,31,Chandler,AZ
Hop Shock IPA (2010),317,0.07,85,31,American IPA,12,31,Chandler,AZ
SanTan HefeWeizen (2010),286,0.05,15,31,Hefeweizen,12,31,Chandler,AZ
Devil’s Ale (2010),285,0.055,45,31,American Pale Ale (APA),12,31,Chandler,AZ
Epicenter Amber Ale (2010),124,0.055,20,31,American Amber / Red Ale,12,31,Chandler,AZ
Heavy Lifting,2596,0.062,80,32,American IPA,12,32,Kansas City,MO
Bastian,2595,NA,NA,33,American Strong Ale,12,33,Stevens Point,WI
Healani,2480,0.045,NA,33,Hefeweizen,12,33,Stevens Point,WI
Yabba Dhaba Chai Tea Porter,1525,0.055,NA,33,American Porter,12,33,Stevens Point,WI
A Capella Gluten Free Pale Ale,1524,0.055,NA,33,American Pale Ale (APA),12,33,Stevens Point,WI
Casper White Stout,1523,0.06,NA,33,American Blonde Ale,12,33,Stevens Point,WI
JP's Ould Sod Irish Red IPA,1254,0.06,NA,33,American IPA,12,33,Stevens Point,WI
Surfrider,2594,0.052,35,34,American Pale Ale (APA),16,34,Torrance,CA
Kolschtal Eddy,2035,0.055,NA,34,Kölsch,16,34,Torrance,CA
South Bay Session IPA,2034,0.05,NA,34,American IPA,16,34,Torrance,CA
Grandma's Pecan,1562,0.069,34,34,English Brown Ale,16,34,Torrance,CA
Double Trunk,1561,0.099,101,34,American Double / Imperial IPA,16,34,Torrance,CA
Grapefruit Sculpin,2593,0.07,NA,35,American IPA,12,35,San Diego,CA
Even Keel,2105,0.038,40,35,American IPA,12,35,San Diego,CA
Ballast Point Pale Ale,1401,0.052,23,35,Kölsch,12,35,San Diego,CA
Big Eye India Pale Ale,1400,0.07,75,35,American IPA,12,35,San Diego,CA
Longfin Lager,1019,0.046,NA,35,Munich Helles Lager,12,35,San Diego,CA
Sculpin IPA,1018,0.07,70,35,American IPA,12,35,San Diego,CA
Liberty Ale,2592,0.059,NA,36,American IPA,12,36,San Francisco,CA
IPA,2578,0.065,NA,36,American IPA,12,36,San Francisco,CA
Summer Wheat,2577,0.045,NA,36,American Pale Wheat Ale,12,36,San Francisco,CA
California Lager,2103,0.049,NA,36,American Amber / Red Lager,12,36,San Francisco,CA
Brotherhood Steam,2102,0.056,NA,36,California Common / Steam Beer,12,36,San Francisco,CA
Weiss Weiss Baby,2591,0.045,NA,37,Kristalweizen,12,37,Buellton,CA
Czech Yo Self,2590,0.055,45,37,Czech Pilsener,12,37,Buellton,CA
FMB 101,1968,0.048,20,37,Kölsch,12,37,Buellton,CA
Raja,2589,0.08,NA,38,American Double / Imperial IPA,12,38,Boulder,CO
Perzik Saison,2546,0.064,NA,38,Saison / Farmhouse Ale,12,38,Boulder,CO
Avery Joe’s Premium American Pilsner,146,0.047,42,38,German Pilsener,12,38,Boulder,CO
White Rascal,108,0.056,10,38,Witbier,12,38,Boulder,CO
Avery India Pale Ale,107,0.063,69,38,American IPA,12,38,Boulder,CO
Ellie’s Brown Ale,106,0.055,17,38,American Brown Ale,12,38,Boulder,CO
Cow Creek,2588,0.054,26,39,American Amber / Red Lager,12,39,Dripping Springs,TX
Chupahopra,2458,0.075,63,39,American IPA,12,39,Dripping Springs,TX
Twisted X,2212,0.051,19,39,American Adjunct Lager,12,39,Dripping Springs,TX
Vanilla Porter,2587,0.07,11,40,American Porter,16,40,Kalamazoo,MI
Blueberry Blonde,2586,0.06,NA,41,Fruit / Vegetable Beer,12,41,Murphysboro,IL
Galaxy IPA,2585,0.075,60,41,American IPA,16,41,Murphysboro,IL
Gose,2584,0.046,8,42,Gose,16,42,East Fairfield,VT
Vermont Pilsner,2583,0.048,20,42,German Pilsener,16,42,East Fairfield,VT
Mosaic Single Hop IPA,2582,0.055,NA,42,American IPA,16,42,East Fairfield,VT
Lost Galaxy,2581,0.045,NA,42,American IPA,16,42,East Fairfield,VT
Gose,2580,0.035,NA,43,Gose,16,43,Portland,ME
Maine Island Trail Ale,1807,0.043,NA,43,American Pale Ale (APA),16,43,Portland,ME
Jah Mon,2579,0.05,100,44,American IPA,12,44,Export,PA
Oktoberfest,2373,0.062,NA,44,Märzen / Oktoberfest,12,44,Export,PA
Headless Wylie,2049,0.08,NA,44,Pumpkin Ale,12,44,Export,PA
Dayman IPA,2048,0.05,NA,44,American IPA,12,44,Export,PA
All Aboard! Anniversary Stout,1880,0.071,NA,44,Oatmeal Stout,12,44,Export,PA
Hop Lace,1879,0.062,NA,44,American White IPA,12,44,Export,PA
OH-PA Session Pale Ale,1878,0.048,NA,44,American Pale Ale (APA),12,44,Export,PA
Patrick's Poison,1877,0.08,NA,44,American Amber / Red Ale,12,44,Export,PA
Rudolph's Red,1764,0.081,NA,44,American Amber / Red Ale,12,44,Export,PA
Babbling Blonde,1103,0.053,NA,44,American Blonde Ale,12,44,Export,PA
Maxwell's Scottish Ale,1102,0.051,NA,44,Scottish Ale,12,44,Export,PA
Grateful White,1101,0.061,NA,44,Witbier,12,44,Export,PA
RT Lager,1100,0.055,NA,44,American Amber / Red Lager,12,44,Export,PA
Old Wylie's IPA,1099,0.062,NA,44,American IPA,12,44,Export,PA
Hala Kahiki Pineapple Beer,1098,0.048,NA,44,Fruit / Vegetable Beer,12,44,Export,PA
Fist City,2576,0.055,40,45,American Pale Ale (APA),12,45,Chicago,IL
A Little Crazy,1133,0.068,NA,45,Belgian Pale Ale,12,45,Chicago,IL
Rosa Hibiscus Ale,609,0.058,15,45,Herbed / Spiced Beer,12,45,Chicago,IL
Fistmas Ale,418,0.061,31,45,Herbed / Spiced Beer,12,45,Chicago,IL
Oktoberfest Revolution,417,0.057,25,45,Märzen / Oktoberfest,12,45,Chicago,IL
Eugene Porter,416,0.068,28,45,American Porter,12,45,Chicago,IL
Anti-Hero IPA,415,0.065,70,45,American IPA,12,45,Chicago,IL
Bottom Up Belgian Wit,414,0.05,14,45,Witbier,12,45,Chicago,IL
Wooden Rooster,2575,0.085,34,46,Tripel,16.9,46,Manhattan,KS
Ginger Peach Saison,2555,0.048,20,46,Saison / Farmhouse Ale,16,46,Manhattan,KS
Zombie Monkie,1736,0.062,35,46,American Porter,16,46,Manhattan,KS
Wild Plum Farmhouse Ale,1196,0.056,20,46,Saison / Farmhouse Ale,16,46,Manhattan,KS
Vanilla Bean Buffalo Sweat,1063,0.05,20,46,Oatmeal Stout,16,46,Manhattan,KS
Ethos IPA,1017,0.068,110,46,American IPA,16,46,Manhattan,KS
Tallgrass Pub Ale,1009,0.044,12,46,American Brown Ale,16,46,Manhattan,KS
Oasis,912,0.072,93,46,Extra Special / Strong Bitter (ESB),16,46,Manhattan,KS
Buffalo Sweat,765,0.05,20,46,Milk / Sweet Stout,16,46,Manhattan,KS
Halcyon Unfiltered Wheat,676,0.05,20,46,American Pale Wheat Ale,16,46,Manhattan,KS
8-Bit Pale Ale,595,0.052,NA,46,American Pale Ale (APA),16,46,Manhattan,KS
Velvet Rooster,537,0.085,NA,46,Tripel,16,46,Manhattan,KS
Halcyon Unfiltered Wheat,412,0.05,20,46,American Pale Wheat Ale,12,46,Manhattan,KS
Köld Lager (2010),105,0.05,16,46,German Pilsener,16,46,Manhattan,KS
Oasis (2010),104,0.072,93,46,American Double / Imperial IPA,16,46,Manhattan,KS
Tallgrass Ale,103,0.044,22,46,American Brown Ale,16,46,Manhattan,KS
Buffalo Sweat (2010),102,0.05,20,46,Milk / Sweet Stout,16,46,Manhattan,KS
Tallgrass IPA,101,0.063,60,46,American IPA,16,46,Manhattan,KS
4Beans,2574,0.1,52,47,Baltic Porter,12,47,Brooklyn,NY
Jammer,2479,0.042,16,47,Gose,12,47,Brooklyn,NY
Abigale,2443,0.08,NA,47,Belgian Pale Ale,12,47,Brooklyn,NY
Rad,2266,0.032,7,47,Fruit / Vegetable Beer,16,47,Brooklyn,NY
Bengali,2090,0.065,62,47,American IPA,24,47,Brooklyn,NY
Sensi Harvest,1962,0.047,50,47,American Pale Ale (APA),12,47,Brooklyn,NY
Hi-Res,1696,0.099,111,47,American Double / Imperial IPA,12,47,Brooklyn,NY
Global Warmer,1608,0.07,70,47,American Strong Ale,12,47,Brooklyn,NY
Autumnation (2013),1591,0.067,74,47,American IPA,16,47,Brooklyn,NY
The Crisp,1388,0.054,42,47,German Pilsener,16,47,Brooklyn,NY
Sweet Action,1387,0.052,34,47,Cream Ale,16,47,Brooklyn,NY
Righteous Ale,1386,0.063,57,47,Rye Beer,16,47,Brooklyn,NY
Bengali Tiger,1385,0.064,62,47,American IPA,16,47,Brooklyn,NY
3Beans,1020,0.099,85,47,Baltic Porter,12,47,Brooklyn,NY
Brownstone,778,0.059,47,47,American Brown Ale,16,47,Brooklyn,NY
Apollo,630,0.052,11,47,American Pale Wheat Ale,16,47,Brooklyn,NY
Harbinger,629,0.049,35,47,Saison / Farmhouse Ale,16,47,Brooklyn,NY
Resin,628,0.091,103,47,American Double / Imperial IPA,12,47,Brooklyn,NY
Diesel,525,0.063,69,47,American Stout,16,47,Brooklyn,NY
Autumnation (2011-12) (2011),512,0.06,48,47,Pumpkin Ale,16,47,Brooklyn,NY
The Crisp (2011),425,0.054,42,47,German Pilsener,16,47,Brooklyn,NY
Sweet Action (2011),424,0.052,34,47,Cream Ale,16,47,Brooklyn,NY
Righteous Ale (2011),423,0.063,57,47,Rye Beer,16,47,Brooklyn,NY
Bengali Tiger (2011),422,0.064,62,47,American IPA,16,47,Brooklyn,NY
Raspberry Berliner Weisse,2573,0.055,NA,48,Berliner Weissbier,12,48,Hooksett,NH
Hop Session,2572,0.05,NA,48,American IPA,12,48,Hooksett,NH
Blueberry Berliner Weisse,2571,0.055,NA,48,Berliner Weissbier,12,48,Hooksett,NH
Berliner Weisse,2570,0.055,NA,48,Berliner Weissbier,12,48,Hooksett,NH
Easy Jack,2569,0.045,47,49,American IPA,12,49,Paso Robles,CA
Union Jack,2463,0.075,75,49,American IPA,12,49,Paso Robles,CA
Pivo Pils,2462,0.053,NA,49,German Pilsener,12,49,Paso Robles,CA
805 Blonde Ale,1957,0.047,NA,49,American Blonde Ale,12,49,Paso Robles,CA
805,1733,0.047,20,49,American Blonde Ale,12,49,Paso Robles,CA
Take Two Pils,2568,0.055,35,50,German Pilsener,12,50,Atlanta,GA
Waterkeeper,2551,0.057,NA,50,Hefeweizen,12,50,Atlanta,GA
SweetWater IPA,1710,0.064,NA,50,American IPA,12,50,Atlanta,GA
420 Extra Pale Ale,1709,0.054,NA,50,American Pale Ale (APA),12,50,Atlanta,GA
Flying Mouse 8,2567,0.04,NA,51,American Porter,12,51,Troutville,VA
Flying Mouse 4,2566,0.07,70,51,American IPA,12,51,Troutville,VA
Lee Hill Series Vol. 5 - Belgian Style Quadrupel Ale,2565,0.128,NA,52,Quadrupel (Quad),19.2,52,Boulder,CO
Lee Hill Series Vol. 4 - Manhattan Style Rye Ale,2564,0.104,NA,52,Rye Beer,19.2,52,Boulder,CO
Lee Hill Series Vol. 2 - Wild Saison,2563,0.068,24,52,American Wild Ale,19.2,52,Boulder,CO
Lee Hill Series Vol. 3 - Barrel Aged Imperial Stout,2562,0.099,51,52,American Double / Imperial Stout,19.2,52,Boulder,CO
Lee Hill Series Vol. 1 - Barrel Aged Brown Ale,2561,0.076,NA,52,American Brown Ale,19.2,52,Boulder,CO
Blood Orange Saison,2560,0.06,NA,52,Saison / Farmhouse Ale,12,52,Boulder,CO
Thai Style White IPA,1932,0.065,33,52,American White IPA,12,52,Boulder,CO
Ferus Fluxus Wild Belgian Pale Ale,1853,0.075,30,52,American Wild Ale,19.2,52,Boulder,CO
Upslope Imperial India Pale Ale,1315,0.099,90,52,American Double / Imperial IPA,19.2,52,Boulder,CO
Upslope Christmas Ale,907,0.082,NA,52,Winter Warmer,16,52,Boulder,CO
Upslope Pumpkin Ale,906,0.077,NA,52,Pumpkin Ale,16,52,Boulder,CO
Upslope Belgian Style Pale Ale,683,0.075,30,52,Belgian Pale Ale,12,52,Boulder,CO
Upslope Foreign Style Stout,614,0.069,NA,52,Foreign / Export Stout,12,52,Boulder,CO
Top Rope Mexican-style Craft Lager,466,0.048,15,52,Vienna Lager,12,52,Boulder,CO
Upslope Craft Lager,444,0.048,22,52,Vienna Lager,12,52,Boulder,CO
Upslope Brown Ale,345,0.067,NA,52,English Brown Ale,12,52,Boulder,CO
Upslope Pale Ale,80,0.058,NA,52,American Pale Ale (APA),12,52,Boulder,CO
Upslope India Pale Ale,79,0.072,NA,52,American IPA,12,52,Boulder,CO
Blood of the Unicorn,2559,0.065,NA,53,American Amber / Red Ale,16,53,Chicago,IL
Moar,2558,0.044,44,54,English India Pale Ale (IPA),12,54,Roseville,MN
Uber Lupin Schwarz IPA,2557,0.083,NA,54,American Double / Imperial IPA,16,54,Roseville,MN
Nordic Blonde,2556,0.057,27,54,American Blonde Ale,12,54,Roseville,MN
Moped Traveler,2554,0.055,NA,55,American Pale Ale (APA),16,55,Lombard,IL
Mazzie,2553,0.054,45,56,American Pale Ale (APA),12,56,Lemont,IL
Painted Turtle,2552,0.045,NA,57,American Pale Ale (APA),12,57,Lyons,IL
Weissenheimer,2550,0.052,16,58,Hefeweizen,12,58,Bloomington,IL
Abbey's Single (2015- ),2505,0.049,22,58,Abbey Single Ale,12,58,Bloomington,IL
Vertex IPA,2025,0.063,76,58,American IPA,12,58,Bloomington,IL
Here Gose Nothin',2021,0.05,12,58,Gose,12,58,Bloomington,IL
Strawberry Blonde,2015,0.05,NA,58,Fruit / Vegetable Beer,12,58,Bloomington,IL
Hoperation Overload,1888,0.096,85,58,American Double / Imperial IPA,12,58,Bloomington,IL
Abbey's Single Ale (Current),1887,0.049,22,58,Abbey Single Ale,12,58,Bloomington,IL
Make It So,2549,0.053,40,59,Extra Special / Strong Bitter (ESB),12,59,St. Paul,MN
Hopvale Organic Ale,2473,0.047,55,59,American Pale Ale (APA),16,59,St. Paul,MN
Unchained #18 Hop Silo,2415,0.083,100,59,American Double / Imperial IPA,16,59,St. Paul,MN
Beach Cruiser,2547,0.045,NA,60,Hefeweizen,12,60,Portage,MI
I.P. Eh!,2493,0.068,NA,60,American IPA,12,60,Portage,MI
Schoolhouse Honey,2492,0.05,NA,60,American Amber / Red Ale,12,60,Portage,MI
10 Degrees of Separation,2491,0.055,NA,60,English Brown Ale,12,60,Portage,MI
Passion Fruit Prussia,2545,0.035,11,61,Berliner Weissbier,12,61,Saint Louis,MO
Send Help,2544,0.045,18,61,American Blonde Ale,12,61,Saint Louis,MO
Cast Iron Oatmeal Brown,2324,0.055,NA,61,American Brown Ale,12,61,Saint Louis,MO
Reprise Centennial Red,2288,0.06,NA,61,American Amber / Red Ale,12,61,Saint Louis,MO
Alter Ego,2287,0.055,NA,61,American Black Ale,12,61,Saint Louis,MO
Divided Sky,2286,0.065,NA,61,American IPA,12,61,Saint Louis,MO
Resurrected,2285,0.065,NA,61,American IPA,12,61,Saint Louis,MO
Contact High,1870,0.05,28,61,American Pale Wheat Ale,12,61,Saint Louis,MO
Todd the Axe Man,2543,0.072,NA,62,American IPA,16,62,Brooklyn Center,MN
Doomtree,2409,0.057,NA,62,Extra Special / Strong Bitter (ESB),16,62,Brooklyn Center,MN
BLAKKR,1739,0.099,85,62,American Black Ale,16,62,Brooklyn Center,MN
Overrated! West Coast Style IPA,1112,0.073,69,62,American IPA,16,62,Brooklyn Center,MN
WET,329,0.075,90,62,American IPA,16,62,Brooklyn Center,MN
Bitter Brewer,19,0.04,37,62,English Bitter,16,62,Brooklyn Center,MN
SurlyFest,18,0.055,34,62,Rye Beer,16,62,Brooklyn Center,MN
Coffee Bender,17,0.051,45,62,American Brown Ale,16,62,Brooklyn Center,MN
Bender,16,0.051,45,62,American Brown Ale,16,62,Brooklyn Center,MN
Abrasive Ale,15,0.097,120,62,American Double / Imperial IPA,16,62,Brooklyn Center,MN
Hell,14,0.051,20,62,Keller Bier / Zwickel Bier,16,62,Brooklyn Center,MN
CynicAle,13,0.067,33,62,Saison / Farmhouse Ale,16,62,Brooklyn Center,MN
Furious,12,0.062,99,62,American IPA,16,62,Brooklyn Center,MN
Citra Ass Down,2540,0.082,68,63,American IPA,16,63,Louisville,KY
The Brown Note,2539,0.05,20,63,American Brown Ale,16,63,Louisville,KY
Neomexicanus Native,2538,0.06,46,64,American Pale Ale (APA),12,64,Edwards,CO
Old Soul,2355,0.075,25,64,Belgian Strong Pale Ale,12,64,Edwards,CO
Snowcat Coffee Stout,1689,0.059,NA,64,American Stout,12,64,Edwards,CO
WinterWonderGrass Festival Ale,1163,NA,NA,64,American Amber / Red Ale,12,64,Edwards,CO
Boohai Red Ale,940,NA,NA,64,American Amber / Red Ale,12,64,Edwards,CO
Lava Lake Wit,685,0.052,15,64,Witbier,12,64,Edwards,CO
Mountain Livin' Pale Ale,613,0.06,NA,64,American Pale Ale (APA),12,64,Edwards,CO
Crazy Mountain Amber Ale,356,0.052,25,64,American Amber / Red Ale,12,64,Edwards,CO
Monkey Dancing On A Razor Blade,2537,0.085,NA,65,Belgian IPA,24,65,Chicago,IL
Tripel Deke,2536,0.082,NA,65,Tripel,24,65,Chicago,IL
Vinyl Frontier,2535,0.083,NA,66,American Double / Imperial IPA,24,66,Chicago,IL
Disco Superfly,2534,0.08,NA,66,American IPA,24,66,Chicago,IL
Misty Mountain Hop,2533,0.075,NA,66,American IPA,24,66,Chicago,IL
One-Hit Wonderful,2532,0.075,NA,66,Belgian IPA,24,66,Chicago,IL
En Parfaite Harmonie,2531,0.065,NA,66,Saison / Farmhouse Ale,24,66,Chicago,IL
Daft Funk,2530,0.043,8,66,Berliner Weissbier,24,66,Chicago,IL
Love In An Ellavator,2529,0.075,NA,66,American IPA,24,66,Chicago,IL
Spin Doctor,2528,0.053,NA,66,American Pale Ale (APA),24,66,Chicago,IL
OktoberFiesta,2527,0.053,27,67,NA,12,67,San Antonio,TX
Texicali,2526,0.065,33,67,American Brown Ale,12,67,San Antonio,TX
Pinata Protest,2525,0.06,NA,67,Witbier,12,67,San Antonio,TX
Bat Outta Helles,2524,0.042,20,67,Munich Helles Lager,12,67,San Antonio,TX
Original,2523,0.068,NA,67,American Amber / Red Ale,12,67,San Antonio,TX
Rye Wit,2522,0.042,10,67,Witbier,12,67,San Antonio,TX
Soul Doubt,2521,0.059,70,67,American IPA,12,67,San Antonio,TX
Yo Soy Un Berliner,2520,0.044,5,67,Berliner Weissbier,12,67,San Antonio,TX
Bimini Twist,2519,0.07,82,68,American IPA,12,68,St Petersburg,FL
Beach Blonde,2518,0.05,NA,68,American Blonde Ale,12,68,St Petersburg,FL
Rod Bender Red,2517,0.059,NA,68,American Amber / Red Ale,12,68,St Petersburg,FL
Farmer's Daughter Blonde,2516,0.051,17,69,American Blonde Ale,16,69,Mt. Airy,MD
Pump House IPA,2515,0.055,45,69,American IPA,16,69,Mt. Airy,MD
Suicide Blonde IPA,2514,0.07,NA,69,Belgian IPA,16,69,Mt. Airy,MD
Vanilla Porter,2513,0.047,25,69,American Porter,16,69,Mt. Airy,MD
Honey Rye,2512,0.058,18,69,Rye Beer,16,69,Mt. Airy,MD
Long Leaf,2511,0.071,75,70,American IPA,16,70,Boone,NC
Honey Badger Blonde,2510,0.047,19,70,American Blonde Ale,16,70,Boone,NC
Porter (a/k/a Black Gold Porter),2509,0.06,23,70,American Porter,16,70,Boone,NC
Jalapeno Pale Ale,2508,0.055,45,71,American Pale Ale (APA),16,71,Charlotte,NC
Double Duckpin,2507,0.085,90,72,American Double / Imperial IPA,12,72,Baltimore,MD
Old Pro,2506,0.042,10,72,Gose,12,72,Baltimore,MD
Duckpin Pale Ale,829,0.055,NA,72,American Pale Ale (APA),12,72,Baltimore,MD
Balt Altbier,582,0.06,NA,72,Altbier,12,72,Baltimore,MD
Hop A-Peel,2503,0.075,115,73,American Double / Imperial IPA,16,73,Detroit,MI
Vanilla Java Porter,2502,0.055,12,73,American Porter,16,73,Detroit,MI
Michelada,2495,0.052,NA,73,Fruit / Vegetable Beer,16,73,Detroit,MI
Dirty Blonde Ale,534,0.045,8,73,American Blonde Ale,12,73,Detroit,MI
Grand Circus IPA,528,0.05,62,73,American IPA,12,73,Detroit,MI
Atwater's Lager,527,0.05,12,73,Munich Helles Lager,12,73,Detroit,MI
Hopalicious,2501,0.057,NA,74,American Pale Ale (APA),12,74,Madison,WI
Wobble,2497,0.063,69,75,American IPA,16,75,Warrenville,IL
Night Cat,2246,0.058,43,75,American Dark Wheat Ale,12,75,Warrenville,IL
Night Cat (2014),1630,0.058,43,75,American Dark Wheat Ale,12,75,Warrenville,IL
Dog Days Lager,1284,0.051,17,75,Dortmunder / Export Lager,12,75,Warrenville,IL
Sidekick Extra Pale Ale,1121,0.051,36,75,American Pale Ale (APA),12,75,Warrenville,IL
Atom Smasher,1042,0.077,23,75,Märzen / Oktoberfest,12,75,Warrenville,IL
Testudo,1041,0.045,NA,75,Bière de Garde,12,75,Warrenville,IL
Hobnob B & B Pale Ale,1040,0.065,NA,75,American Pale Ale (APA),12,75,Warrenville,IL
Cane and Ebel,861,0.07,68,75,American Strong Ale,12,75,Warrenville,IL
Outlaw IPA (2015),642,0.065,NA,75,American IPA,12,75,Warrenville,IL
Cold Press,2496,0.06,NA,76,American Black Ale,12,76,Duluth,MN
Harness the Winter,2410,0.072,87,76,American IPA,12,76,Duluth,MN
14° ESB,1902,0.056,32,76,Extra Special / Strong Bitter (ESB),12,76,Duluth,MN
Bent Hop Golden IPA,1901,0.062,68,76,American IPA,12,76,Duluth,MN
