Name,Beer_ID,ABV,IBU,Brewery_id,Style,Ounces,Brew_ID,City,State
Pallavicini Pilsner (2009),188,0.058,21,136,Czech Pilsener,12,136,Dillon,CO
Morning Wood Wheat (Current),130,0.059,14,136,American Pale Wheat Ale,12,136,Dillon,CO
Porter Culture,2357,0.065,NA,137,American Porter,12,137,Austin,TX
Sietsema Red Label,2353,0.069,NA,138,Cider,16,138,Ada,MI
Extra Pale Ale,2352,0.053,49,139,American Pale Ale (APA),12,139,St Paul,MN
Behemoth,2351,0.05,NA,140,American Pilsner,12,140,Springdale,AR
Arkansas Red,1650,0.052,NA,140,American Amber / Red Ale,12,140,Springdale,AR
Core Oatmeal Stout,1337,0.057,NA,140,Oatmeal Stout,12,140,Springdale,AR
Core ESB,1336,0.061,NA,140,Extra Special / Strong Bitter (ESB),12,140,Springdale,AR
Oklahoma Suks,2350,0.048,32,141,American Amber / Red Ale,12,141,Austin,TX
Power & Light,2301,0.055,42,141,American Pale Ale (APA),12,141,Austin,TX
White Rabbit,1904,0.059,27,141,Witbier,12,141,Austin,TX
Cubano Espresso,2349,0.055,25,142,Bock,12,142,Tampa,FL
Operation Homefront,2014,0.062,65,142,American IPA,12,142,Tampa,FL
Wandering Pelican,2013,0.082,65,142,American Black Ale,12,142,Tampa,FL
Sugar Plum,2012,0.055,NA,142,American Brown Ale,12,142,Tampa,FL
Oktoberfest,2011,0.055,NA,142,Märzen / Oktoberfest,12,142,Tampa,FL
Puppy's Breath Porter,2010,0.06,NA,142,American Porter,12,142,Tampa,FL
Happening Now,2009,0.045,NA,142,American IPA,12,142,Tampa,FL
Hopped on the High Seas (Hop #529),1726,0.07,60,142,American IPA,12,142,Tampa,FL
Hopped on the High Seas (Calypso),1725,0.07,60,142,American IPA,12,142,Tampa,FL
Wiregrass Post-Prohibition Ale,1695,0.063,NA,142,American Pale Ale (APA),12,142,Tampa,FL
Dry-Hopped On The High Seas Caribbean-Style IPA,1694,0.07,60,142,American IPA,12,142,Tampa,FL
Hopped on the High Seas (Citra),1693,0.07,60,142,American IPA,12,142,Tampa,FL
Hopped on the High Seas (Ahtanum),1692,0.07,60,142,American IPA,12,142,Tampa,FL
Gwar Beer,1369,0.055,NA,142,American Pale Ale (APA),12,142,Tampa,FL
Tropical Heatwave,1243,0.052,NA,142,American Pale Wheat Ale,16,142,Tampa,FL
Humidor Series India Pale Ale,1142,0.075,70,142,American IPA,12,142,Tampa,FL
Jai Alai IPA Aged on White Oak,1141,0.075,70,142,American IPA,12,142,Tampa,FL
José Martí American Porter,1140,0.08,65,142,American Porter,12,142,Tampa,FL
Invasion Pale Ale,1139,0.05,NA,142,American Pale Ale (APA),12,142,Tampa,FL
Maduro Brown Ale,1138,0.055,25,142,English Brown Ale,12,142,Tampa,FL
Maduro Brown Ale,571,0.055,25,142,American Brown Ale,12,142,Tampa,FL
Hotter Than Helles Lager,570,0.05,NA,142,Munich Helles Lager,12,142,Tampa,FL
Tocobaga Red Ale,569,0.072,75,142,American Amber / Red Ale,12,142,Tampa,FL
Jai Alai IPA,546,0.075,70,142,American IPA,12,142,Tampa,FL
Florida Cracker Belgian Wit,545,0.05,18,142,Witbier,12,142,Tampa,FL
Hunny Do Wheat,2347,0.048,18,143,American Pale Wheat Ale,12,143,Cold Spring,MN
Three Way Pale Ale,1781,0.052,NA,143,American Pale Ale (APA),12,143,Cold Spring,MN
Rise to the Top,1780,0.041,NA,143,Cream Ale,12,143,Cold Spring,MN
Lost Trout Brown Ale,1779,0.049,NA,143,American Brown Ale,12,143,Cold Spring,MN
Gansett Light,2345,0.037,10,144,Light Lager,16,144,Providence,RI
Bohemian Pils,2224,0.052,30,144,American Pilsner,16,144,Providence,RI
Autocrat Coffee Milk Stout,1775,0.053,30,144,Milk / Sweet Stout,16,144,Providence,RI
Narragansett Bohemian Pilsner,1291,0.086,35,144,German Pilsener,16,144,Providence,RI
Narragansett Summer Ale,1093,0.042,24,144,American Pale Wheat Ale,12,144,Providence,RI
Narragansett Cream Ale,580,0.05,22,144,Cream Ale,16,144,Providence,RI
Narragansett Summer Ale,403,0.042,24,144,American Pale Wheat Ale,16,144,Providence,RI
Narragansett Porter,316,0.07,22,144,American Porter,16,144,Providence,RI
Narragansett Bock,315,0.065,32,144,Bock,16,144,Providence,RI
Narragansett Fest Lager,314,0.055,15,144,Märzen / Oktoberfest,16,144,Providence,RI
Little Red Cap,2339,0.063,43,145,Altbier,12,145,Loveland,CO
Shark Tracker Light lager,2338,0.048,NA,146,Light Lager,12,146,Nantucket,MA
Pumple Drumkin,1365,0.06,NA,146,Pumpkin Ale,12,146,Nantucket,MA
Grey Lady,1094,0.045,NA,146,Witbier,12,146,Nantucket,MA
Summer of Lager,657,0.062,NA,146,Munich Helles Lager,12,146,Nantucket,MA
Indie Pale Ale,656,0.065,NA,146,American IPA,12,146,Nantucket,MA
Sankaty Light Lager,359,0.038,NA,146,Light Lager,12,146,Nantucket,MA
Whale's Tale Pale Ale,56,0.056,NA,146,English Pale Ale,12,146,Nantucket,MA
Charlie's Rye IPA,2337,0.06,NA,147,American IPA,16,147,Hayward,WI
New Cleveland Palesner,2336,0.05,NA,148,American Pilsner,12,148,Cleveland,OH
Perpetual Darkness,2335,0.092,72,149,Belgian Strong Dark Ale,12,149,Arvada,CO
Clan Warrior,2334,0.087,29,149,Scotch Ale / Wee Heavy,12,149,Arvada,CO
Psycho Penguin Vanilla Porter,2333,0.054,36,149,American Porter,12,149,Arvada,CO
Heliocentric Hefeweizen,1721,0.047,NA,149,Hefeweizen,12,149,Arvada,CO
Ghose Drifter Pale Ale,1720,0.051,NA,149,American Pale Ale (APA),12,149,Arvada,CO
Ghost Rider Pale Ale (2013),1431,0.051,NA,149,American Pale Ale (APA),12,149,Arvada,CO
Helios Hefeweizen (2013),1430,0.047,NA,149,Hefeweizen,12,149,Arvada,CO
Deadeye Jack,2332,0.06,NA,150,American Porter,12,150,Raleigh,NC
Pistols at Dawn,2330,0.075,NA,150,American Stout,16,150,Raleigh,NC
Peacemaker Pale Ale,2329,0.057,47,150,American Pale Ale (APA),12,150,Raleigh,NC
Shotgun Betty,2327,0.058,11,150,Hefeweizen,12,150,Raleigh,NC
Sweet Josie,2326,0.061,30,150,American Brown Ale,12,150,Raleigh,NC
Watershed IPA,2331,0.067,70,151,American IPA,12,151,Eugene,OR
Oakshire Amber Ale,1669,0.054,24,151,American Amber / Red Ale,12,151,Eugene,OR
Overcast Espresso Stout,1668,0.058,27,151,American Stout,12,151,Eugene,OR
Watershed IPA (2013),999,0.067,70,151,American IPA,12,151,Eugene,OR
Fort Pitt Ale,2322,NA,NA,152,American Amber / Red Ale,12,152,Latrobe,PA
Turnrow Harvest Ale,2321,0.055,NA,153,American Blonde Ale,12,153,Baton Rouge,LA
Juke Joint IPA,1755,0.07,60,153,American IPA,12,153,Baton Rouge,LA
Parade Ground Coffee Porter,1754,0.07,35,153,American Porter,12,153,Baton Rouge,LA
Tin Roof Watermelon Wheat,1428,0.05,21,153,Fruit / Vegetable Beer,12,153,Baton Rouge,LA
Tin Roof Blonde Ale,529,0.045,18,153,American Blonde Ale,12,153,Baton Rouge,LA
Voodoo Bengal Pale Ale,495,0.055,37,153,American Pale Ale (APA),12,153,Baton Rouge,LA
Perfect Tin Amber,494,0.045,28,153,American Amber / Red Ale,12,153,Baton Rouge,LA
Knotty Blonde Ale,2319,0.04,18,154,American Blonde Ale,12,154,Sisters,OR
Fivepine Chocolate Porter,2317,0.062,40,154,American Porter,12,154,Sisters,OR
Hoodoo Voodoo IPA,2316,0.062,82,154,American IPA,12,154,Sisters,OR
Ginja Ninja,2318,0.06,NA,155,Cider,12,155,Corvallis,OR
Cherried Away,2170,0.06,NA,155,Cider,12,155,Corvallis,OR
Rhubarbarian,2169,0.06,NA,155,Cider,12,155,Corvallis,OR
BrightCider,1502,0.06,NA,155,Cider,12,155,Corvallis,OR
Hopportunity Knocks IPA,2315,0.068,100,156,American IPA,12,156,Ashland,OR
Pilot Rock Porter,1808,0.06,NA,156,American Porter,12,156,Ashland,OR
Caldera Pale Ale,1419,0.056,55,156,American Pale Ale (APA),12,156,Ashland,OR
Lawnmower Lager,878,0.039,16,156,American Adjunct Lager,12,156,Ashland,OR
Ashland Amber Ale (2009),794,0.054,24,156,American Amber / Red Ale,12,156,Ashland,OR
Caldera IPA (2009),793,0.061,94,156,American IPA,12,156,Ashland,OR
Caldera IPA (2007),792,0.061,94,156,American IPA,12,156,Ashland,OR
Caldera Pale Ale (2010),791,0.056,55,156,American Pale Ale (APA),12,156,Ashland,OR
Caldera Pale Ale (2009),790,0.056,55,156,American Pale Ale (APA),12,156,Ashland,OR
Caldera Pale Ale (2005),789,0.056,55,156,American Pale Ale (APA),12,156,Ashland,OR
Caldera Pale Ale (2007),788,0.056,55,156,American Pale Ale (APA),12,156,Ashland,OR
Caldera Pale Ale (2011),38,0.056,55,156,American Pale Ale (APA),12,156,Ashland,OR
Ashland Amber Ale,37,0.054,24,156,American Amber / Red Ale,12,156,Ashland,OR
Caldera IPA,36,0.061,94,156,American IPA,12,156,Ashland,OR
Wild Trail Pale Ale,2314,0.057,44,157,American Pale Ale (APA),12,157,Lewisburg,WV
Mothman Black IPA,2313,0.067,71,157,American Black Ale,12,157,Lewisburg,WV
Camelback,2312,0.061,60,158,American IPA,12,158,Phoenix,AZ
Knotty Pine,2311,0.054,NA,159,American Pale Ale (APA),12,159,Flagstaff,AZ
Lumberyard Pilsner,1153,0.053,20,159,American Pilsner,12,159,Flagstaff,AZ
Lumberyard IPA,355,0.061,NA,159,American IPA,12,159,Flagstaff,AZ
Lumberyard Red Ale,125,0.058,NA,159,American Amber / Red Ale,12,159,Flagstaff,AZ
PUNK'N,2310,0.05,10,160,Pumpkin Ale,12,160,Salt Lake City,UT
Yard Sale Winter Lager,2100,0.04,22,160,American Amber / Red Lager,12,160,Salt Lake City,UT
Trader Session IPA,1925,0.04,42,160,American IPA,12,160,Salt Lake City,UT
Hop Nosh IPA,1723,0.073,83,160,American IPA,12,160,Salt Lake City,UT
SUM'R,1212,0.04,17,160,American Blonde Ale,12,160,Salt Lake City,UT
Organic Baba Black Lager,1097,0.04,32,160,Schwarzbier,12,160,Salt Lake City,UT
Hop Notch IPA (2013),1089,0.073,82,160,American IPA,12,160,Salt Lake City,UT
Cutthroat Pale Ale,1088,0.04,34,160,American Pale Ale (APA),12,160,Salt Lake City,UT
WYLD Extra Pale Ale,974,0.04,29,160,American Pale Ale (APA),12,160,Salt Lake City,UT
Sunbru Kölsch,2309,0.052,17,161,Kölsch,12,161,Tempe,AZ
Kilt Lifter Scottish-Style Ale,1635,0.06,21,161,NA,12,161,Tempe,AZ
Pumpkin Porter,1616,0.051,NA,161,American Porter,12,161,Tempe,AZ
Four Peaks Peach Ale,1585,0.042,9,161,Fruit / Vegetable Beer,12,161,Tempe,AZ
Hop Knot IPA,358,0.067,47,161,American IPA,12,161,Tempe,AZ
Kilt Lifter Scottish-Style Ale (2009),179,0.06,21,161,Scottish Ale,12,161,Tempe,AZ
Sunbru Kölsch,178,0.052,NA,161,Kölsch,12,161,Tempe,AZ
River House,2308,0.05,20,162,Saison / Farmhouse Ale,16,162,Fort Worth,TX
Pretzel Stout,2268,0.065,47,162,American Stout,16,162,Fort Worth,TX
Rubberneck Red,2197,0.05,35,162,American Amber / Red Ale,16,162,Fort Worth,TX
The Imperial Texan,2120,0.08,NA,162,American Double / Imperial IPA,16,162,Fort Worth,TX
The Imperial Texan,1234,0.08,NA,162,American Double / Imperial IPA,12,162,Fort Worth,TX
Day Break 4-Grain Breakfast Beer,1233,0.05,NA,162,Rye Beer,16,162,Fort Worth,TX
River House Saison,1232,0.05,NA,162,Saison / Farmhouse Ale,12,162,Fort Worth,TX
There Will Be Stout,1231,0.065,NA,162,American Stout,12,162,Fort Worth,TX
Smooth Operator,2307,0.038,NA,163,Cream Ale,16,163,Traverse City,MI
Homefront IPA,2305,0.06,70,164,American IPA,12,164,Phoenixville,PA
Sundown,2304,0.071,36,165,Saison / Farmhouse Ale,12,165,Lansdale,PA
Sanctified,2249,0.099,NA,165,Belgian Strong Pale Ale,12,165,Lansdale,PA
Fear of a Brett Planet,2053,0.051,NA,165,American Pale Ale (APA),12,165,Lansdale,PA
Original Slacker Ale,1842,0.056,40,165,English Brown Ale,12,165,Lansdale,PA
Alpha Blackback,1841,0.072,NA,165,American Black Ale,12,165,Lansdale,PA
Kiss Off IPA,1782,0.063,NA,165,American IPA,12,165,Lansdale,PA
Dog Days Summer Ale,1552,0.045,28,165,Kölsch,12,165,Lansdale,PA
Beer Agent Re-Ignition,2303,0.053,22,166,American Blonde Ale,16,166,Aurora,IN
Cherry Ale,1990,0.057,18,166,Fruit / Vegetable Beer,16,166,Aurora,IN
Bourbon Barrel Aged Coconut Porter,1702,0.056,33,166,American Porter,16,166,Aurora,IN
Great Crescent IPA,1701,0.062,60,166,American IPA,16,166,Aurora,IN
Aurora Lager,1700,0.057,27,166,Dortmunder / Export Lager,16,166,Aurora,IN
Great Crescent Blonde Ale,1699,0.053,22,166,American Blonde Ale,16,166,Aurora,IN
Great Crescent Coconut Porter,1269,0.056,33,166,American Porter,16,166,Aurora,IN
Great Crescent Oktoberfest Lager,930,0.057,25,166,Märzen / Oktoberfest,16,166,Aurora,IN
Great Crescent Brown Ale,649,0.045,36,166,American Brown Ale,16,166,Aurora,IN
Cherry Ale (1),639,0.057,18,166,Fruit / Vegetable Beer,16,166,Aurora,IN
Aurora Lager (2011),626,0.057,27,166,Dortmunder / Export Lager,16,166,Aurora,IN
Frosted Fields Winter Wheat,615,0.06,25,166,American Dark Wheat Ale,16,166,Aurora,IN
Great Crescent Belgian Style Wit,478,0.051,13,166,Witbier,16,166,Aurora,IN
Bourbon's Barrel Stout,455,0.075,65,166,American Stout,16,166,Aurora,IN
Great Crescent Stout,442,0.08,66,166,English Stout,16,166,Aurora,IN
Great Crescent Coconut Porter (2012),441,0.056,33,166,American Porter,16,166,Aurora,IN
Great Crescent Dark Lager,440,0.057,23,166,Euro Dark Lager,16,166,Aurora,IN
Great Crescent Mild Ale,439,0.042,26,166,English Dark Mild Ale,16,166,Aurora,IN
Great Crescent IPA (2011),436,0.062,60,166,American IPA,16,166,Aurora,IN
Great Crescent Blonde Ale (2011),389,0.053,22,166,American Blonde Ale,16,166,Aurora,IN
Pinner Throwback IPA,2302,0.049,35,167,American IPA,12,167,Longmont,CO
Centennial State Pale Ale,1883,0.052,NA,167,American Pale Ale (APA),19.2,167,Longmont,CO
Old Chub NITRO,1859,0.08,NA,167,Scotch Ale / Wee Heavy,16,167,Longmont,CO
The CROWLER™,1796,NA,NA,167,NA,32,167,Longmont,CO
CAN'D AID Foundation,1790,NA,NA,167,NA,12,167,Longmont,CO
Icey.P.A.,1752,NA,NA,167,American IPA,16,167,Longmont,CO
One Nut Brown,1751,0.05,NA,167,English Brown Ale,12,167,Longmont,CO
Birth IPA,1750,NA,NA,167,American IPA,12,167,Longmont,CO
Dale's Pale Ale,1444,0.065,65,167,American Pale Ale (APA),12,167,Longmont,CO
Dale's Pale Ale,1252,0.065,65,167,American Pale Ale (APA),12,167,Longmont,CO
Mama's Little Yella Pils,1167,0.053,35,167,Czech Pilsener,19.2,167,Longmont,CO
oSKAr the G'Rauch,993,0.085,NA,167,American IPA,19.2,167,Longmont,CO
oSKAr the G'Rauch,992,0.085,NA,167,American IPA,16,167,Longmont,CO
Dale's Pale Ale,955,0.065,65,167,American Pale Ale (APA),19.2,167,Longmont,CO
The Deuce,933,0.07,NA,167,American Brown Ale,16,167,Longmont,CO
Dale's Pale Ale (10 Year Anniversary),892,0.065,65,167,American Pale Ale (APA),12,167,Longmont,CO
Dale's Pale Ale (2012),828,0.065,65,167,American Pale Ale (APA),12,167,Longmont,CO
Gordon Imperial Red (2010),806,0.087,85,167,American Double / Imperial IPA,12,167,Longmont,CO
Dale's Pale Ale (2011),755,0.065,65,167,American Pale Ale (APA),12,167,Longmont,CO
Dale's Pale Ale (2010),754,0.065,65,167,American Pale Ale (APA),12,167,Longmont,CO
G'KNIGHT (16 oz.),726,0.087,85,167,American Double / Imperial IPA,16,167,Longmont,CO
15th Anniversary Abbey Ale (2012),720,0.09,NA,167,Belgian Dark Ale,16,167,Longmont,CO
Chaka,661,0.08,NA,167,Belgian Strong Pale Ale,16,167,Longmont,CO
HGH (Home Grown Hops): Part Duh,585,0.08,70,167,American Strong Ale,12,167,Longmont,CO
Deviant Dale's IPA,565,0.08,NA,167,American Double / Imperial IPA,16,167,Longmont,CO
One Hit Wonder,391,0.09,60,167,American Double / Imperial IPA,12,167,Longmont,CO
G'KNIGHT (12 oz.),388,0.087,85,167,American Double / Imperial IPA,12,167,Longmont,CO
Ten Fidy Imperial Stout,8,0.099,98,167,Russian Imperial Stout,12,167,Longmont,CO
Mama's Little Yella Pils,7,0.053,35,167,Czech Pilsener,12,167,Longmont,CO
GUBNA Imperial IPA,6,0.099,100,167,American Double / Imperial IPA,12,167,Longmont,CO
Old Chub,5,0.08,35,167,Scottish Ale,12,167,Longmont,CO
Gordon Ale (2009),4,0.087,85,167,American Double / Imperial IPA,12,167,Longmont,CO
Dale's Pale Ale,1,0.065,65,167,American Pale Ale (APA),12,167,Longmont,CO
1492,2300,0.065,NA,168,American Pale Ale (APA),12,168,West Chester,PA
Mango Ginger,2299,0.058,NA,168,American IPA,12,168,West Chester,PA
Passenger,2298,0.047,NA,168,English Dark Mild Ale,12,168,West Chester,PA
The Golden One,2295,0.063,21,169,American Pilsner,12,169,Windsor,CO
The Power of Zeus,2294,0.07,68,169,American Pale Ale (APA),12,169,Windsor,CO
Aviator Raspberry Blonde,2293,0.049,25,170,American Blonde Ale,12,170,Garden City,ID
3 Picket Porter,1105,0.055,NA,170,American Porter,12,170,Garden City,ID
Rusty Nail Pale Ale,1104,0.056,NA,170,American Pale Ale (APA),12,170,Garden City,ID
Little Sister India Style Session Ale,2292,0.043,60,171,American IPA,12,171,White Salmon,WA
Country Boy IPA,1504,0.062,80,171,American IPA,12,171,White Salmon,WA
Blood Orange Gose,2291,0.042,NA,172,Gose,12,172,Boonville,CA
Keebarlin' Pale Ale,1818,0.042,NA,172,American Pale Ale (APA),12,172,Boonville,CA
"the Kimmie, the Yink and the Holy Gose",1738,0.048,NA,172,Gose,12,172,Boonville,CA
Fall Hornin',1563,0.06,NA,172,Pumpkin Ale,12,172,Boonville,CA
Barney Flats Oatmeal Stout,1520,0.057,13,172,Oatmeal Stout,12,172,Boonville,CA
Summer Solstice,1350,0.056,4,172,Cream Ale,12,172,Boonville,CA
Hop Ottin' IPA,1327,0.07,80,172,American IPA,12,172,Boonville,CA
Boont Amber Ale,1326,0.058,15,172,American Amber / Red Ale,12,172,Boonville,CA
Barney Flats Oatmeal Stout,1221,0.057,13,172,Oatmeal Stout,12,172,Boonville,CA
El Steinber Dark Lager,1217,0.055,25,172,Vienna Lager,16,172,Boonville,CA
Boont Amber Ale (2010),811,0.058,15,172,American Amber / Red Ale,12,172,Boonville,CA
Summer Solstice Cerveza Crema (2009),753,0.056,4,172,Cream Ale,12,172,Boonville,CA
Barney Flats Oatmeal Stout (2012),572,0.057,13,172,Oatmeal Stout,12,172,Boonville,CA
Winter Solstice,523,0.069,6,172,Winter Warmer,12,172,Boonville,CA
Hop Ottin' IPA (2011),367,0.07,80,172,American IPA,12,172,Boonville,CA
Boont Amber Ale (2011),78,0.058,15,172,American Amber / Red Ale,12,172,Boonville,CA
Summer Solstice (2011),77,0.056,4,172,Cream Ale,12,172,Boonville,CA
Poleeko Gold Pale Ale (2009),76,0.055,28,172,American Pale Ale (APA),12,172,Boonville,CA
Mastermind,2289,0.081,NA,173,American Double / Imperial IPA,12,173,Shelburne,VT
Hyzer Flip,2027,0.082,NA,173,American Double / Imperial IPA,16,173,Shelburne,VT
Second Fiddle,1929,0.082,80,173,American Double / Imperial IPA,16,173,Shelburne,VT
Hodad Porter,1858,0.055,30,173,American Porter,16,173,Shelburne,VT
Nomader Weiss,2283,0.04,NA,174,Berliner Weissbier,12,174,Brooklyn,NY
Molotov Lite,2248,0.085,NA,174,American Double / Imperial IPA,16,174,Brooklyn,NY
Hipster Ale (Two Roads Brewing),1287,0.055,NA,174,American Pale Ale (APA),12,174,Brooklyn,NY
Bikini Beer,1286,0.027,NA,174,American IPA,12,174,Brooklyn,NY
Hipster Ale (Westbrook Brewing),640,0.055,NA,174,American Pale Ale (APA),12,174,Brooklyn,NY
Rebirth Pale Ale,2272,0.05,NA,175,American Pale Ale (APA),12,175,New Orleans,LA
Irish Channel Stout,1582,0.068,NA,175,American Stout,16,175,New Orleans,LA
MechaHopzilla,1114,0.088,NA,175,American Double / Imperial IPA,16,175,New Orleans,LA
Hopitoulas IPA,486,0.065,NA,175,American IPA,16,175,New Orleans,LA
NOLA Brown Ale,485,0.039,NA,175,English Dark Mild Ale,12,175,New Orleans,LA
NOLA Blonde Ale,484,0.049,NA,175,American Blonde Ale,12,175,New Orleans,LA
Ball & Chain (2014),2271,0.058,NA,176,American Pale Ale (APA),16,176,Chicago,IL
Bitter Biker Double IPA,2206,0.096,NA,176,American Double / Imperial IPA,16,176,Chicago,IL
God Damn Pigeon Porter,2136,0.082,NA,176,American Porter,16,176,Chicago,IL
Working for the Weekend,2135,0.079,NA,176,American Double / Imperial IPA,16,176,Chicago,IL
Angry Adam,2134,0.06,NA,176,American Amber / Red Ale,16,176,Chicago,IL
Freedom Fries,2109,0.055,NA,176,American Stout,16,176,Chicago,IL
Bitter Biker Double IPA,1821,0.096,NA,176,American Double / Imperial IPA,12,176,Chicago,IL
Ghost Bike Pale Ale,1820,0.073,NA,176,American Pale Ale (APA),16,176,Chicago,IL
Spiteful IPA,1819,0.062,NA,176,American IPA,12,176,Chicago,IL
Alley Time,1634,0.06,NA,176,American Pale Ale (APA),12,176,Chicago,IL
Fat Badger,1633,0.058,NA,176,Irish Red Ale,12,176,Chicago,IL
In the Weeds,1632,0.055,NA,176,American Pale Wheat Ale,12,176,Chicago,IL
Rahr's Blonde,2269,0.046,NA,177,Munich Helles Lager,12,177,Fort Worth,TX
Pride of Texas Pale Ale,2229,0.058,60,177,American Pale Ale (APA),12,177,Fort Worth,TX
Devil's Cup,2265,0.066,NA,178,American Pale Ale (APA),12,178,Gary,IN
Rise of the Phoenix,2264,0.071,NA,178,American IPA,12,178,Gary,IN
Sinister,2263,0.09,NA,178,American Double / Imperial IPA,12,178,Gary,IN
Sex and Candy,2262,0.075,NA,178,American IPA,12,178,Gary,IN
Black Exodus,2261,0.077,NA,178,Oatmeal Stout,12,178,Gary,IN
Lake Street Express,2260,0.045,NA,178,American Pale Ale (APA),12,178,Gary,IN
Foreman,2259,0.065,NA,178,American Porter,12,178,Gary,IN
Jade,2258,0.055,NA,178,American Pale Ale (APA),12,178,Gary,IN
Cone Crusher,2131,0.086,NA,178,American Double / Imperial IPA,12,178,Gary,IN
Sophomoric Saison,2099,0.072,NA,178,Saison / Farmhouse Ale,12,178,Gary,IN
Regional Ring Of Fire,2098,0.073,NA,178,Saison / Farmhouse Ale,12,178,Gary,IN
Garce Selé,2097,0.069,NA,178,Saison / Farmhouse Ale,12,178,Gary,IN
Troll Destroyer,1980,0.085,NA,178,Belgian IPA,12,178,Gary,IN
Bitter Bitch,1979,0.061,60,178,American Pale Ale (APA),12,178,Gary,IN
Remain in Light,2257,0.05,NA,179,American Pilsner,12,179,Cambridge,MA
Flower Child (2014),2256,0.065,NA,179,American IPA,12,179,Cambridge,MA
Santa's Secret,2255,0.059,22,180,Winter Warmer,16,180,Pittsboro,NC
Flagship IPA,530,0.057,NA,180,English India Pale Ale (IPA),12,180,Pittsboro,NC
Sky Blue Golden Ale,427,0.051,NA,180,Kölsch,12,180,Pittsboro,NC
Salamander Slam,2254,0.07,73,181,American IPA,16,181,Waynesville,NC
Blonde Hunny,2253,0.068,21,182,Belgian Pale Ale,12,182,Nellysford,VA
Wild Wolf Wee Heavy Scottish Style Ale,1318,0.057,20,182,Scotch Ale / Wee Heavy,12,182,Nellysford,VA
Wild Wolf American Pilsner,1195,0.045,25,182,American Pilsner,12,182,Nellysford,VA
Alpha Ale,1194,0.051,45,182,American Pale Ale (APA),12,182,Nellysford,VA
Gran Sport,2252,0.052,NA,183,American Porter,16,183,Oklahoma City,OK
Horny Toad Cerveza,2214,0.053,25,183,American Blonde Ale,16,183,Oklahoma City,OK
Native Amber,2213,0.063,35,183,American Amber / Red Ale,16,183,Oklahoma City,OK
F5 IPA,1442,0.068,100,183,American IPA,16,183,Oklahoma City,OK
Native Amber (2013),170,0.063,35,183,American Amber / Red Ale,16,183,Oklahoma City,OK
Horny Toad Cerveza (2013),169,0.053,25,183,American Blonde Ale,16,183,Oklahoma City,OK
Seventh Son of a Seventh Son,2250,0.077,40,184,American Strong Ale,16,184,Columbus,OH
Stone Fort Brown Ale,1768,0.053,20,184,English Brown Ale,16,184,Columbus,OH
Seventh Son Hopped Red Ale,1767,0.077,40,184,American Amber / Red Ale,16,184,Columbus,OH
Humulus Nimbus Super Pale Ale,1766,0.06,53,184,American Pale Ale (APA),16,184,Columbus,OH
Golden Ratio IPA,1765,0.07,68,184,American IPA,16,184,Columbus,OH
Lake Monster,2247,0.082,25,185,Baltic Porter,16,185,Austin,TX
London Homesick Ale,2071,0.049,27,185,English Bitter,12,185,Austin,TX
Luchesa Lager,2070,0.048,35,185,Keller Bier / Zwickel Bier,12,185,Austin,TX
Slow Ride,2069,0.048,35,185,American Pale Ale (APA),12,185,Austin,TX
Nunica Pine,2245,0.068,NA,186,Cider,16,186,Spring Lake,MI
Ginger Peach,2244,0.069,NA,186,Cider,16,186,Spring Lake,MI
Totally Roasted,1378,0.068,NA,186,Cider,16,186,Spring Lake,MI
Blue Gold,1377,0.068,NA,186,Cider,16,186,Spring Lake,MI
Hard Apple,1376,0.068,NA,186,Cider,16,186,Spring Lake,MI
Gunga Din,2242,0.052,NA,187,Cider,16,187,Paw Paw,MI
Lobo Lito,2238,0.04,12,188,Light Lager,12,188,Fredericksburg,TX
Robert Earl Keen Honey Pils,2144,0.05,17,188,American Pilsner,12,188,Fredericksburg,TX
Towhead,2237,0.052,21,189,American Blonde Ale,12,189,Springfield,MO
Lil' Helper,2208,0.07,70,189,American IPA,12,189,Springfield,MO
Monkadelic,2236,0.042,NA,190,American Pale Ale (APA),12,190,Lincoln,NE
Day Hike Session,2235,0.041,41,191,American IPA,12,191,Seattle,WA
Trailhead ISA,1661,0.048,48,191,American IPA,12,191,Seattle,WA
Immersion Amber,1660,0.052,27,191,American Amber / Red Ale,12,191,Seattle,WA
Evo IPA,1659,0.062,70,191,American IPA,12,191,Seattle,WA
Presidential Pils,1438,0.048,NA,191,Czech Pilsener,12,191,Seattle,WA
Evolutionary IPA (2012),1173,0.062,70,191,American IPA,12,191,Seattle,WA
Persnickety Pale,560,0.057,36,191,American Pale Ale (APA),12,191,Seattle,WA
SoDo Brown Ale,519,0.054,20,191,American Brown Ale,12,191,Seattle,WA
Immersion Amber Ale (2011),518,0.052,27,191,American Amber / Red Ale,12,191,Seattle,WA
Evolutionary IPA (2011),505,0.062,70,191,American IPA,12,191,Seattle,WA
Trailhead India Style Session Ale (2011),482,0.048,48,191,American IPA,12,191,Seattle,WA
Panorama Wheat Ale,451,0.046,NA,191,American Pale Wheat Ale,12,191,Seattle,WA
Monarch Pilsner,2234,0.05,NA,192,American Pilsner,12,192,Jackson,WY
Snow King Pale Ale,1606,0.06,55,192,American Pale Ale (APA),12,192,Jackson,WY
Zonker Stout,617,0.054,36,192,Foreign / Export Stout,12,192,Jackson,WY
OB-1 Organic Ale,407,0.05,22,192,English Brown Ale,12,192,Jackson,WY
